Area (m²),Elevation (m),Volume (m³)
4511551.538244459,530.0,154030522.01766947
4585483.537458486,531.0,158658495.20984867
4670462.846899896,532.0,163358275.91850585
4729098.570414469,533.0,168117117.2472248
4788584.087023456,534.0,172936718.78219438
4850618.982915685,535.0,177817930.31650898
4911804.0857135,536.0,182762876.33290464
4978087.9470778,537.0,187773256.41757017
5042672.222253271,538.0,192855868.9152609
5122552.773128197,539.0,198011988.51561847
5189686.42758691,540.0,203241615.21864283
5269566.9784618355,541.0,208538375.57612592
5323953.736504338,542.0,213895896.13985962
5391087.3909630515,543.0,219320550.35805202
5458221.045421765,544.0,224808939.05832547
5518556.3551251665,545.0,230359362.65449116
5582290.837206224,546.0,235975220.31892675
5649424.491664938,547.0,241654812.4654434
5709759.801368339,548.0,247405362.33534363
5791339.938432093,549.0,253231968.6871939
5861872.765268463,550.0,259127408.27969173
5929006.419727176,551.0,265095080.28521475
6006337.59131886,552.0,271140083.46232945
6083668.762910543,553.0,277262842.707583
6161849.727596641,554.0,283465057.6071643
6242580.07156598,555.0,289749702.4369038
6326709.587912976,556.0,296109978.85204613
6393843.2423716895,557.0,302539513.40438324
6465225.862302474,558.0,309042555.05938715
6540857.447705328,559.0,315622927.88598275
6619888.205485839,560.0,322287855.12547255
6709966.273493734,561.0,329041585.74332863
6797494.962218386,562.0,335879020.98098445
6877375.513093311,563.0,342804409.80391216
6973402.132762104,564.0,349815627.7293757
7049033.718164959,565.0,356906301.30916697
7132313.44141754,566.0,364084503.57768285
7224091.095614263,567.0,371357457.7762259
7321817.301471884,568.0,378717515.76694643
7398298.679969153,569.0,386158728.9981835
7484127.782504978,570.0,393686196.2285036
7570806.678135216,571.0,401299067.6648123
7654936.194482212,572.0,409002866.96222335
7752662.400339833,573.0,416805667.1551336
7852937.985480697,574.0,424708318.03663754
7952363.777527147,575.0,432703596.3654326
8038192.880062971,576.0,440783854.0036691
8122322.396409967,577.0,448950365.6409886
8210700.878229033,578.0,457203131.27739114
8294830.394576029,579.0,465554472.9127457
8407852.876133105,580.0,474009489.3056188
8502179.90961307,581.0,482568605.35255766
8616052.18426456,582.0,491244567.9499784
8735873.010576947,583.0,500021231.02908725
8817453.1476407,584.0,508883723.21073186
8907531.215648593,585.0,517837143.2534788
8999308.869845316,586.0,526879791.5711393
9085987.765475554,587.0,536008693.88788277
9171816.868011378,588.0,545227249.376087
9265294.108396929,589.0,554529934.3806381
9340075.90070537,590.0,563912924.8326114
9425905.003241193,591.0,573384293.7664038
9516832.864343502,592.0,582942341.5958264
9599262.79450167,593.0,592581544.6657655
9679143.345376596,594.0,602303177.6658628
9764122.654818006,595.0,612111064.6650431
9851651.343542658,596.0,622009454.6287786
9945128.583928209,597.0,632002171.625994
10040305.410502588,598.0,642084966.6912173
10125284.719943998,599.0,652259964.3071846
10224710.511990448,600.0,662532263.2324622
10319887.338564828,601.0,672898464.2946726
10412514.785855966,602.0,683359842.1834574
10510240.991713587,603.0,693918096.4850054
10606267.61138238,604.0,704580875.3371663
10719290.092939455,605.0,715360075.843262
10839110.919251842,606.0,726252298.8309147
10945335.056053605,607.0,737254994.9208413
11060057.123799508,608.0,748374962.457797
11179877.950111896,609.0,759617300.2003484
11304797.534990769,610.0,770983707.7346842
11428017.533680813,611.0,782467386.7160492
11539340.42904906,612.0,794064937.9720656
11655762.082983792,613.0,805775936.6061863
11766235.185257625,614.0,817611854.8251859
11905601.252741538,615.0,829580340.7669141
12031370.630714824,616.0,841676295.6728045
12160539.181065768,617.0,853907367.6807066
12301604.834738508,618.0,866267183.3424125
12418026.48867324,619.0,878742995.7615058
12533598.349513557,620.0,891329706.1794202
12639822.48631532,621.0,904020091.3548532
12740947.864550598,622.0,916818825.1498239
12856519.725390915,623.0,929731006.322899
12967842.620759161,624.0,942763433.2188336
13097011.171110105,625.0,955930127.4236857
13236377.238594018,626.0,969222166.1099638
13347700.133962264,627.0,982629351.760535
13466671.167180238,628.0,996152959.065041
13580543.441831728,629.0,1009801485.9544258
13716510.336937984,630.0,1023580456.0838032
13841429.921816858,631.0,1037489019.6600788
13975697.230734285,632.0,1051532275.441819
14110814.332746128,633.0,1065705124.6704574
14234884.124530585,634.0,1080006717.5528994
14368301.6403536,635.0,1094444277.3304477
14506817.914743097,636.0,1109013555.0376303
14631737.49962197,637.0,1123708177.226239
14757506.877595257,638.0,1138533242.6548402
14892623.9796071,639.0,1153483652.5648675
15008195.840447417,640.0,1168553883.301207
15132265.632231874,641.0,1183763905.0015779
15287777.768509654,642.0,1199119241.3210933
15422894.870521497,643.0,1214610119.639168
15558861.765627753,644.0,1230233990.5765185
15688880.10907311,645.0,1245986605.1676726
15816349.073235225,646.0,1261870512.7919137
15951466.175247068,647.0,1277904833.7938662
16117175.828657817,648.0,1294098491.0010211
16270138.585652355,649.0,1310428539.9998298
16389959.411964742,650.0,1326875435.5491202
16503831.686616233,651.0,1343449375.1660256
16644047.54719456,652.0,1360165230.2296982
16787662.58015054,653.0,1377017901.9815714
16917680.923595898,654.0,1394007815.3181925
17062145.749646295,655.0,1411144317.9636
17210859.541168764,656.0,1428418062.1937554
17336628.919142053,657.0,1445827773.319017
17482793.331381276,658.0,1463390872.0978203
17643404.22622554,659.0,1481100560.18541
17775971.94895414,660.0,1498944515.5819173
17911938.844060395,661.0,1516926137.4597197
18051304.911544308,662.0,1535049674.7842891
18195769.737594705,663.0,1553303230.452304
18311341.598435022,664.0,1571686379.5672169
18454956.631391004,665.0,1590207195.163425
18586674.56102519,666.0,1608866951.93057
18732838.973264415,667.0,1627679246.558162
18891750.281919852,668.0,1646641104.770371
19031966.14249818,669.0,1665751251.8775551
19188328.071870375,670.0,1685006288.707337
19321745.58769339,671.0,1704405790.3631692
19477257.72397117,672.0,1723960379.258732
19631920.067154534,673.0,1743662407.2561758
19772135.927732863,674.0,1763509324.976217
19921699.512349743,675.0,1783513879.315272
20087409.165760495,676.0,1803685417.9973795
20255668.198454488,677.0,1824018842.263973
20411180.334732268,678.0,1844494181.9773335
20539499.0919888,679.0,1865117810.5856693
20707758.12468279,680.0,1885903749.675038
20864120.054054987,681.0,1906843501.314496
21015383.224860698,682.0,1927936640.6074955
21170895.361138478,683.0,1949175519.416187
21306862.256244734,684.0,1970564811.6025898
21471722.11656107,685.0,1992102392.683968
21603440.046195257,686.0,2013784863.487944
21761501.56175628,687.0,2035633468.8418777
21935709.14611117,688.0,2057653732.400883
22104817.971899576,689.0,2079838855.8202047
22265428.86674384,690.0,2102166319.582841
22389498.6585283,691.0,2124620402.5165446
22518667.20887924,692.0,2147209177.655713
22658883.06945757,693.0,2169939018.448554
22800798.516224723,694.0,2192812049.377804
22945263.34227512,695.0,2215827420.650368
23085479.20285345,696.0,2238984707.3696995
23229094.23580943,697.0,2262292832.3632894
23387155.751370452,698.0,2285747121.7691183
23521423.06028788,699.0,2309339502.5527897
23663338.507055037,700.0,2333079322.438342
23816301.264049575,701.0,2356969980.598153
23965015.055572044,702.0,2380995330.9634285
24085685.674978845,703.0,2405158347.809999
24240348.01816221,704.0,2429465404.586073
24373765.533985224,705.0,2453916076.3951025
24527578.084074177,706.0,2478513337.5129185
24666944.15155809,707.0,2503249114.905124
24804610.632853173,708.0,2528129357.12338
24955873.803658884,709.0,2553171909.8226695
25129231.59491936,710.0,2578369124.865142
25265198.490025617,711.0,2603722701.8369865
25441955.45366375,712.0,2629249636.600092
25611914.07254657,713.0,2654952053.6371937
25792920.001656774,714.0,2680820180.3277063
25943333.37936807,715.0,2706850192.6027045
26116691.170628548,716.0,2733048463.910397
26279851.444756053,717.0,2759403522.0440087
26430264.82246735,718.0,2785906869.0725956
26576429.234706573,719.0,2812566153.1340075
26742138.888117325,720.0,2839398370.0901327
26922295.024133112,721.0,2866400545.6651406
27082056.125882965,722.0,2893565031.721182
27246915.9861993,723.0,2920888853.9824257
27400728.536288254,724.0,2948378810.7936273
27579185.086115215,725.0,2976035327.0513344
27733847.42929858,726.0,3003857552.962452
27910604.392936714,727.0,3031863334.181963
28100958.046085473,728.0,3060049696.434037
28271766.45806271,729.0,3088410691.167013
28450223.00788967,730.0,3116942069.4154196
28612533.488922764,731.0,3145632358.9724813
28768045.625200544,732.0,3174478160.6658206
28923557.761478323,733.0,3203480324.2885323
29080769.483944934,734.0,3232645223.288824
29249028.516638927,735.0,3261992827.804415
29446180.514542997,736.0,3291514639.9043612
29597443.68534871,737.0,3321209809.7955675
29792896.09706395,738.0,3351094908.4433756
29977301.19855181,739.0,3381166111.77886
30165105.47241733,740.0,3411421720.2158327
30346111.40152753,741.0,3441856210.0991793
30522868.365165666,742.0,3472467032.049617
30698775.535709385,743.0,3503250361.9982204
30867884.36149779,744.0,3534199401.600235
31030194.842530884,745.0,3565320949.2004156
31212900.357829917,746.0,3596616704.384951
31378610.01124067,747.0,3628085817.360747
31559615.94035087,748.0,3659750807.644805
31770364.62776557,749.0,3691609975.6509366
31947971.384498116,750.0,3723648449.99999
32128977.31360832,751.0,3755878127.795286
32330378.27698446,752.0,3788303682.898845
32520731.93013322,753.0,3820908119.448778
32688141.169732798,754.0,3853674866.4797444
32845352.89219941,755.0,3886620494.9570847
33045904.062481135,756.0,3919765399.915065
33243905.85347962,757.0,3953098958.9400053
33423212.196400996,758.0,3986603326.3769226
33585522.67743409,759.0,4020289549.5360446
33786923.64081023,760.0,4054165276.555221
33964530.397542775,761.0,4088222859.2966022
34150635.085219465,762.0,4122468671.208396
34340988.73836822,763.0,4156895489.0493
34512646.94343987,764.0,4191508411.577881
34713198.1137216,765.0,4226305739.2079496
34881457.14641559,766.0,4261285347.45677
35077759.35122525,767.0,4296455734.255286
35263014.24580752,768.0,4331819873.879329
35465265.002278075,769.0,4367387114.052937
35669215.34493746,770.0,4403165952.707053
35888461.963296294,771.0,4439147467.014188
36074566.650972985,772.0,4475301914.216036
36234327.75272284,773.0,4511627594.726408
36417033.26802187,774.0,4548140229.717551
36608236.71426504,775.0,4584852141.189335
36815586.22930208,776.0,4621750157.348795
36980446.089618415,777.0,4658838102.264856
37195443.742505185,778.0,4696124898.765011
37378149.257804215,779.0,4733609272.159616
37590597.53140774,780.0,4771298870.586523
37788599.32240623,781.0,4809178397.770032
37970455.04461085,782.0,4847252952.468708
38178654.35274231,783.0,4885534856.682422
38385154.07468493,784.0,4924017312.066417
38579756.69330576,785.0,4962685447.241542
38756513.656943895,786.0,5001549459.724929
38971511.309830666,787.0,5040619547.033711
39168663.307734735,788.0,5079905481.788475
39403206.20179303,789.0,5119398766.058276
39583362.33780882,790.0,5159084103.567414
39787312.6804682,791.0,5198967017.9710045
39978516.126711376,792.0,5239045384.786309
40178217.50389869,793.0,5279323452.978802
40377918.881086,794.0,5319813119.651803
40601414.46491691,795.0,5360517783.977692
40807914.18685953,796.0,5401431497.404806
41019512.66736864,797.0,5442547036.691844
41211565.90670623,798.0,5483859303.080238
41412966.87008237,799.0,5525374670.018198
41617767.00583617,800.0,5567101210.540119
41835314.03800618,801.0,5609038499.749455
42039264.38066556,802.0,5651181013.991093
42245764.10260819,803.0,5693516856.161709
42425920.23862398,804.0,5736045601.364757
42631570.16747219,805.0,5778788069.53105
42853366.16511427,806.0,5821745960.246777
43062415.26634014,807.0,5864903552.339691
43252768.91948889,808.0,5908258296.43051
43456719.262148276,809.0,5951811892.105421
43650472.08767469,810.0,5995566463.847161
43858671.39580615,811.0,6039550054.827847
44108510.565563895,812.0,6083769888.288778
44331156.35630039,813.0,6128201320.23022
44531707.52658212,814.0,6172837127.410868
44739906.83471358,815.0,6217684108.175477
44954054.69450593,816.0,6262745236.799879
45168202.55429828,817.0,6308028586.31847
45398496.482884504,818.0,6353535856.317439
45616043.51505452,819.0,6399241128.107407
45794500.06488148,820.0,6445153324.515864
46029892.75203419,821.0,6491293265.473625
46249989.16348744,822.0,6537643955.118801
46451390.126863584,823.0,6584197745.313541
46656190.26261738,824.0,6630967382.954263
46883085.01882594,825.0,6677951593.351324
47085335.775296494,826.0,6725150801.401272
47313080.324599475,827.0,6772578603.793617
47542524.460091285,828.0,6820228202.183604
47756672.31988364,829.0,6868087699.467912
47962322.24873185,830.0,6916168992.749862
48200264.3151678,831.0,6964472931.822548
48407613.83020484,832.0,7012985919.99646
48618362.517619535,833.0,7061704982.995768
48819763.48099568,834.0,7110644567.303076
49059405.133620456,835.0,7159819119.40099
49289699.06220668,836.0,7209220141.358564
49512344.852943175,837.0,7258843384.210329
49734140.85058525,838.0,7308694796.507943
49968683.74464355,839.0,7358786275.35473
50214273.94892922,840.0,7409118245.647235
50449666.63608193,841.0,7459679235.178685
50672312.42681842,842.0,7510451823.190644
50872863.59710015,843.0,7561438134.165849
51099758.353308715,844.0,7612638593.000846
51301159.31668486,845.0,7664058723.350749
51539101.383120805,846.0,7715702349.284483
51748150.48434667,847.0,7767573719.76752
51994590.481726766,848.0,7819692804.937578
52243579.8583901,849.0,7872056205.622281
52483221.51101488,850.0,7924657973.269967
52720313.784356415,851.0,7977490884.639334
52945508.95437615,852.0,8030554514.833834
53181751.43462327,853.0,8083861185.853335
53431590.60438102,854.0,8137426193.973539
53698425.636027046,855.0,8191259736.711578
53968659.84005073,856.0,8245345667.998658
54203202.73410902,857.0,8299666142.179796
54437745.62816732,858.0,8354232631.461767
54695232.93577479,859.0,8409052359.085874
54944222.31243812,860.0,8464115127.534983
55181314.58577966,861.0,8519416687.843622
55421806.03149885,862.0,8574945992.701565
55636803.68438562,863.0,8630705166.591545
55881544.09557688,864.0,8686732025.306267
56172173.33386651,865.0,8743015946.432049
56395668.917697415,866.0,8799538659.41736
56649757.05292723,867.0,8856311211.57243
56895347.25721291,868.0,8913351023.655693
57184276.9093137,869.0,8970667868.287735
57449412.3547709,870.0,9028248148.779045
57711148.62785044,871.0,9086076143.957378
57944841.72881432,872.0,9144151853.822733
58206578.00189386,873.0,9202486750.581882
58463215.51640692,874.0,9261076160.37281
58715604.06544791,875.0,9319911160.368023
58954395.92497827,876.0,9378991750.567522
59206784.47401926,877.0,9438337051.315931
59483817.022798255,878.0,9497958534.820024
59759149.98538842,879.0,9557852377.010878
60028534.39631769,880.0,9617999882.440413
60266476.46275364,881.0,9678394252.763876
60522264.18417228,882.0,9739046110.394947
60781451.07796858,883.0,9799969901.81623
61066131.764597304,884.0,9861158828.68297
61311721.96888298,885.0,9922609066.926243
61588754.517661974,886.0,9984323165.925331
61839443.48051413,887.0,10046304099.956066
62122424.58095403,888.0,10108566315.50105
62402006.50901627,889.0,10171118735.38778
62702833.26443886,890.0,10233960084.926607
62979865.813217856,891.0,10297078467.014214
63256898.36199685,892.0,10360464958.823109
63516085.255793154,893.0,10424115311.38782
63784619.87362801,894.0,10488026550.432514
64037858.21576341,895.0,10552212272.646706
64333586.21261952,896.0,10616679701.271696
64601271.03735996,897.0,10681428411.410936
64896149.24112165,898.0,10746457553.271334
65162134.47967327,899.0,10811756929.335754
65436617.64916902,900.0,10877340986.086803
65731495.85293071,901.0,10943206324.352104
65999180.67767115,902.0,11009350394.752373
66288960.122866355,903.0,11075779995.632364
66570241.63711742,904.0,11142495976.785173
66861720.66850146,905.0,11209517033.658878
67180393.07890674,906.0,11276842741.35693
67471022.31719637,907.0,11344461627.672554
67766750.31405248,908.0,11412373267.709204
68056529.75924769,909.0,11480577236.570332
68351407.96300939,910.0,11549058662.876787
68611444.64990011,911.0,11617829018.835342
68929267.26721098,912.0,11686906150.10098
69224995.26406708,913.0,11756283683.225494
69530070.98496175,914.0,11825965867.174356
69834296.912762,915.0,11895948028.085546
70130024.90961811,916.0,11966225492.097046
70424903.1133798,917.0,12036800808.588137
70725729.8688024,918.0,12107681625.69667
71035904.34826355,919.0,12178875591.560495
71352027.37938559,920.0,12250379731.903782
71656253.30718584,921.0,12322171527.209526
71927337.30430394,922.0,12394259475.408674
72248559.09399247,923.0,12466667795.604416
72568081.29749218,924.0,12539390964.141638
72878255.77695332,925.0,12612424307.158321
73188430.25641447,926.0,12685776747.481958
73516450.39085832,927.0,12759435538.216131
73801131.07748705,928.0,12833413426.257256
74154645.00476332,929.0,12907707012.432955
74432527.34663673,930.0,12982286978.881472
74727405.55039842,931.0,13057174145.53362
75046927.75389813,932.0,13132381259.285816
75367299.75049224,933.0,13207887925.103792
75646031.88546006,934.0,13283681396.091133
75940910.08922176,935.0,13359776118.730444
76248535.18939966,936.0,13436167419.159706
76534065.6691228,937.0,13512860821.03403
76852738.0795281,938.0,13589869496.146383
77164612.14517806,939.0,13667193869.39331
77484134.34867777,940.0,13744825867.740416
77779862.34553388,941.0,13822747220.63617
78062843.44597377,942.0,13900960052.563307
78362820.40830195,943.0,13979466063.108017
78649200.6811195,944.0,14058260153.511734
78938980.12631471,945.0,14137353795.981232
79248304.81268145,946.0,14216754638.65436
79553380.53357612,947.0,14296461831.738026
79861005.63375401,948.0,14376479199.301151
80173729.4924984,949.0,14456800792.792078
80469457.4893545,950.0,14537434685.245201
80798327.41689277,951.0,14618379601.97088
81091506.03446563,952.0,14699625345.451982
81399980.92773795,953.0,14781182113.20564
81713554.57957676,954.0,14863060527.645535
82043274.30020943,955.0,14945269511.599155
82374693.60703093,956.0,15027806515.68722
82699314.56909712,957.0,15110653694.254745
82995042.56595322,958.0,15193813596.681015
83324762.2865859,959.0,15277297270.276257
83642584.90389676,960.0,15361099191.385357
83961257.31430206,961.0,15445212136.767012
84264633.44900788,962.0,15529642054.972883
84595202.96273497,963.0,15614398293.727009
84917274.5455179,964.0,15699476179.167372
85238496.33520643,965.0,15784890582.673122
85590310.67629386,966.0,15870659349.899242
85947223.7759478,967.0,15956763785.397657
86261647.22088102,968.0,16043203039.37527
86616860.7343461,969.0,16129985184.86648
86947430.24807319,970.0,16217109796.97474
87301793.96844387,971.0,16304577725.493141
87634063.06835978,972.0,16392375798.628723
87962083.20280363,973.0,16480494243.760899
88274807.06154801,974.0,16568917764.61397
88572234.64459294,975.0,16657648485.670671
88889207.4688094,976.0,16746694904.861948
89203630.91374262,977.0,16836069769.084215
89546097.5307915,978.0,16925764580.406528
89843525.11383644,979.0,17015775089.863417
90177493.79994118,980.0,17106128065.937355
90528458.3479342,981.0,17196824783.31798
90864976.41332218,982.0,17287856319.17781
91198095.30633251,983.0,17379212900.89625
91515068.13054897,984.0,17470902176.611156
91863483.29925875,985.0,17562936468.32239
92205100.12321322,986.0,17655313651.547222
92549266.32645093,987.0,17748025653.251255
92874737.08161153,988.0,17841067799.572468
93209555.56081069,989.0,17934460060.64858
93574966.59140874,990.0,18028188839.790077
93882591.69158664,991.0,18122237566.03162
94214860.79150255,992.0,18216621960.54546
94553928.23617378,993.0,18311337774.36612
94877699.40514556,994.0,18406395205.010735
95237161.88408272,995.0,18501804025.099888
95580478.29422602,996.0,18597553187.323357
95917846.15270841,997.0,18693643541.47423
96262862.14904054,998.0,18790085285.069645
96620625.04178888,999.0,18886873744.24758
96956293.31408244,1000.0,18983999146.38745
97294510.96565926,1001.0,19081473388.59258
97653973.44459642,1002.0,19179321964.655796
98043178.68183808,1003.0,19277555921.88733
98424735.78123002,1004.0,19376154865.252914
98773150.9499398,1005.0,19475109022.131966
99135162.80816022,1006.0,19574406920.317707
99460633.56332082,1007.0,19674033263.53444
99792052.87014231,1008.0,19773987201.989067
100115824.03911409,1009.0,19874271709.957424
100453191.89759648,1010.0,19974889761.715336
100782911.61822915,1011.0,20075846456.021374
101130476.99384452,1012.0,20177163462.59944
101503536.16229232,1013.0,20278861176.483807
101891891.60643956,1014.0,20380929825.053883
102245405.53371583,1015.0,20483355811.620163
102606567.59884182,1016.0,20586125539.493134
102932888.14709683,1017.0,20689249206.189926
103314445.24648876,1018.0,20792736584.331127
103660311.0359153,1019.0,20896574077.227226
104014674.75628598,1020.0,21000761684.878227
104360540.54571252,1021.0,21105309179.904713
104734449.50725472,1022.0,21210217412.099773
105082014.8828701,1023.0,21315503802.22185
105490765.36128327,1024.0,21421169200.064037
105840030.32308747,1025.0,21527185137.557667
106191844.6641749,1026.0,21633566486.081898
106570852.38428359,1027.0,21740317494.602196
106931164.65631516,1028.0,21847441137.394394
107316120.92808475,1029.0,21954947187.07908
107695978.44128785,1030.0,22062832669.38042
108074986.16139653,1031.0,22171079738.643436
108419152.36463425,1032.0,22279687545.07503
108796460.49855411,1033.0,22388667985.778526
109164420.90843542,1034.0,22498004064.892033
109507737.31857872,1035.0,22607718726.8291
109921586.55555838,1036.0,22717817495.244846
110275950.27592906,1037.0,22828273176.760242
110635412.75486623,1038.0,22939083221.99601
110984677.71667042,1039.0,23050261652.538208
111372183.36772326,1040.0,23161825039.352173
111754590.2602096,1041.0,23273759785.748398
112114902.53224118,1042.0,23386059093.382126
112483712.7352169,1043.0,23498728485.908474
112855072.31747586,1044.0,23611775186.56874
113238329.00305662,1045.0,23725203019.43185
113617336.7231653,1046.0,23839006885.73924
113990395.8916131,1047.0,23953174038.59449
114343909.81888936,1048.0,24067710851.445812
114729715.88375336,1049.0,24182630920.982716
115110423.19005087,1050.0,24297927023.963898
115481782.77230982,1051.0,24413616156.251244
115896481.8023839,1052.0,24529695768.465473
116262742.62607637,1053.0,24646145465.57232
116636651.58761857,1054.0,24762975869.985462
117024157.2386714,1055.0,24880180183.36015
117384469.51070298,1056.0,24997757980.79983
117771125.3686614,1057.0,25115728382.64913
118169678.32994162,1058.0,25234087564.839127
118548686.0500503,1059.0,25352830428.61125
118937041.49419755,1060.0,25471953574.793125
119309250.86955093,1061.0,25591458702.97094
119701005.48607583,1062.0,25711345813.14469
120073214.86142921,1063.0,25831614905.314384
120464969.47795412,1064.0,25952263854.99728
120832929.88783543,1065.0,26073277365.91768
121194091.95296142,1066.0,26194658837.24796
121568850.70759803,1067.0,26316424415.056915
121962304.91031176,1068.0,26438582172.37894
122353209.73374225,1069.0,26561114688.455605
122711822.419585,1070.0,26684018139.21798
123095079.10516576,1071.0,26807316743.769257
123502129.99739012,1072.0,26931021549.419666
123907481.30342564,1073.0,27055121933.755524
124293287.36828963,1074.0,27179620021.259567
124702887.63979723,1075.0,27304518786.207626
125094642.25632213,1076.0,27429795709.0827
125459203.49382578,1077.0,27555444841.333126
125839061.00702888,1078.0,27681480629.441513
126232515.2097426,1079.0,27807900524.028572
126607273.96437922,1080.0,27934710473.64597
127012625.27041474,1081.0,28061926624.362495
127419676.1626391,1082.0,28189535379.48864
127797834.08965337,1083.0,28317544387.162254
128220181.25757718,1084.0,28445967668.969395
128626382.35670713,1085.0,28574803100.427326
129044480.55915886,1086.0,28704052381.12224
129454080.83066645,1087.0,28833693841.330223
129828839.58530307,1088.0,28963712184.77558
130207847.30541176,1089.0,29094117184.078896
130602151.3012199,1090.0,29224929659.170982
131022798.88295488,1091.0,29356153434.120766
131424751.01661275,1092.0,29487783835.066227
131836050.87430918,1093.0,29619828935.041763
132254149.07676092,1094.0,29752292558.1163
132673097.07230707,1095.0,29885158558.22104
133058903.13717106,1096.0,30018432034.114548
133488048.64985017,1097.0,30152115535.176113
133878953.47328067,1098.0,30286206512.02645
134303000.2273933,1099.0,30420712187.90686
134708351.53342882,1100.0,30555618116.33474
135103505.32233137,1101.0,30690939168.68924
135538599.3866714,1102.0,30826671945.797985
135926954.83081862,1103.0,30962801151.385273
136331456.34375975,1104.0,31099342506.623352
136751254.1324003,1105.0,31236309608.201733
137182949.02436265,1106.0,31373723700.947777
137645236.46772394,1107.0,31511585634.654575
138078630.94587514,1108.0,31649875439.184414
138500978.11379895,1109.0,31788585466.399437
138919076.31625068,1110.0,31927716141.196198
139342273.27726892,1111.0,32067275536.60909
139776517.54851452,1112.0,32207242832.7073
140158074.64790645,1113.0,32347596359.76692
140548979.47133693,1114.0,32488331019.029385
140920339.0535959,1115.0,32629445535.805054
141308694.49774313,1116.0,32770969652.85223
141739539.59661108,1117.0,32912928014.170654
142177183.04023436,1118.0,33055303623.898434
142574036.41532573,1119.0,33198083310.242607
142985336.27302215,1120.0,33341272171.961742
143392387.1652465,1121.0,33484867234.780006
143797738.471282,1122.0,33628863824.83538
144195441.6394678,1123.0,33773289985.29998
144656879.28973466,1124.0,33918167385.897717
145097921.90573558,1125.0,34063481155.24943
145529616.79769793,1126.0,34209211748.11396
