0.0	625.2022705078125
34.657941227886205	605.1889038085938
69.31588245577241	567.6984252929688
103.97382368365862	546.61279296875
138.63176491154482	512.4667358398438
173.28970613943102	488.6846618652344
207.94764736731724	440.5
242.60558859520344	441.0
277.26352982308964	455.1414489746094
311.92147105097587	493.9634704589844
346.57941227886204	493.9634704589844
381.23735350674826	524.66796875
415.8952947346345	538.3207397460938
450.55323596252066	555.6390380859375
485.2111771904069	577.6594848632812
519.869118418293	588.3663330078125
554.5270596461793	601.4013671875
589.1850008740655	603.7617797851562
