Day/ Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,Unnamed: 48
286.0,158.8976042631434,167.72524894442915,132.4146702192862,354.2092428365905,278.070807460501,194.20818298828638,360.82997634755486,169.9321601147506,978.765104037557,269.2431627792152,360.82997634755486,171.0356156999113,235.03603963923297,228.41530612826864,251.58787341664373,197.51854974376855,175.44943804055418,148.96650399669696,264.8293404385724,192.00127181796495,153.38032633733982,248.2775066611616,147.86304841153623,144.5526816560541,209.65656118053644,192.00127181796495,164.414882188947,178.75980479603635,180.96671596635778,178.75980479603635,229.51876171342937,239.44986197987583,167.72524894442915,165.51833777410772,207.449650010215,209.65656118053644,288.0019077269475,249.3809622463223,285.794996556626,203.03582766957214,154.48378192250055,154.48378192250055,229.1883339237097
287.0,152.2768707521791,154.48378192250055,124.69048112316115,331.03667554821544,273.6569851198581,194.20818298828638,321.105575281769,161.10451543346485,485.520457470716,274.7604407050188,333.2435867185369,164.414882188947,249.3809622463223,215.17383910634004,226.20839495794723,188.69090506248278,166.62179335926845,135.72503697476833,226.20839495794723,189.79436064764354,141.24231490057193,258.20860692760806,141.24231490057193,136.82849255992906,204.13928325473285,180.96671596635778,157.7941486779827,194.20818298828638,175.44943804055418,174.34598245539348,268.1397071940545,231.7256728837508,158.8976042631434,143.44922607089336,198.62200532892928,209.65656118053644,274.7604407050188,240.55331756503654,281.3811742159831,198.62200532892928,154.48378192250055,154.48378192250055,210.31411353066602
288.0,146.7595928263755,148.96650399669696,120.27665878251827,325.5193976224119,269.2431627792152,194.20818298828638,295.72609682307245,164.414882188947,407.175110924305,301.2433747488761,313.381386185644,157.7941486779827,222.89802820246507,208.55310559537574,207.449650010215,183.17362713667922,164.414882188947,133.5181258044469,209.65656118053644,196.41509415860784,147.86304841153623,258.20860692760806,137.9319481450898,134.6215813896076,188.69090506248278,172.13907128507205,151.1734151670184,185.38053830700065,177.65634921087565,158.8976042631434,209.65656118053644,224.0014837876258,155.58723750766126,129.10430346380403,184.27708272183995,204.13928325473285,267.0362516088938,232.82912846891153,275.8638962901796,186.48399389216138,150.0699595818577,150.0699595818577,200.87139028676975
289.0,140.1388593154112,151.1734151670184,119.17320319735757,306.76065267467965,258.20860692760806,187.58744947732208,291.3122744824296,158.8976042631434,367.4507098585192,297.9330079933939,295.72609682307245,155.58723750766126,207.449650010215,197.51854974376855,195.3116385734471,177.65634921087565,153.38032633733982,130.20775904896473,205.24273883989358,187.58744947732208,140.1388593154112,226.20839495794723,131.31121463412546,136.82849255992906,180.96671596635778,162.20797101862559,147.86304841153623,256.00169575728665,171.0356156999113,151.1734151670184,207.449650010215,220.69111703214364,148.96650399669696,125.79393670832187,176.5528936257149,192.00127181796495,244.96713990567943,219.5876614469829,237.2429508095544,153.38032633733982,150.0699595818577,150.0699595818577,193.01889240167264
290.0,136.82849255992906,148.96650399669696,123.58702553800045,290.2088188972689,253.7947845869652,174.34598245539348,291.3122744824296,153.38032633733982,337.65740905917977,317.7952085262868,282.48462980114385,150.0699595818577,195.3116385734471,192.00127181796495,185.38053830700065,173.24252687023275,153.38032633733982,126.8973922934826,194.20818298828638,185.8534478434981,161.10451543346485,209.65656118053644,131.31121463412546,134.6215813896076,177.65634921087565,155.58723750766126,143.44922607089336,206.34619442505428,163.3114266037863,147.86304841153623,209.65656118053644,206.34619442505428,143.44922607089336,151.1734151670184,177.65634921087565,184.27708272183995,230.6222172985901,214.07038352117934,214.07038352117934,147.86304841153623,148.96650399669696,148.96650399669696,187.29609221496233
291.0,131.31121463412546,145.6561372412148,109.6834851649754,282.48462980114385,249.3809622463223,167.72524894442915,293.519185652751,152.2768707521791,314.4848417708047,267.0362516088938,289.1053633121082,144.5526816560541,187.58744947732208,180.96671596635778,178.75980479603635,167.72524894442915,152.2768707521791,121.380114367679,183.17362713667922,180.7775521517588,196.41509415860784,204.13928325473285,124.69048112316115,133.5181258044469,171.0356156999113,147.86304841153623,139.0354037302505,272.55352953469736,156.690693092822,141.24231490057193,203.03582766957214,196.41509415860784,140.1388593154112,146.7595928263755,172.13907128507205,174.34598245539348,210.76001676569717,209.65656118053644,192.00127181796495,144.5526816560541,148.96650399669696,148.96650399669696,182.4833910049363
292.0,140.1388593154112,148.96650399669696,105.38000838284859,279.1742630456617,244.96713990567943,158.8976042631434,246.07059549084013,144.5526816560541,295.72609682307245,247.1740510760009,274.7604407050188,140.1388593154112,180.96671596635778,175.44943804055418,169.9321601147506,166.62179335926845,150.0699595818577,118.06974761219685,176.5528936257149,181.21893438582308,203.03582766957214,197.51854974376855,350.89887608110837,126.8973922934826,166.62179335926845,141.24231490057193,131.31121463412546,212.9669279360186,153.38032633733982,140.1388593154112,183.17362713667922,185.38053830700065,133.5181258044469,126.8973922934826,169.9321601147506,168.82870452958988,204.13928325473285,207.449650010215,180.96671596635778,133.5181258044469,146.7595928263755,146.7595928263755,179.72475204203448
293.0,178.75980479603635,154.48378192250055,103.94551612213965,279.1742630456617,240.55331756503654,155.58723750766126,229.51876171342937,137.9319481450898,279.1742630456617,251.58787341664373,254.8982401721259,136.82849255992906,171.0356156999113,169.9321601147506,164.414882188947,162.20797101862559,146.7595928263755,113.65592527155397,174.34598245539348,182.41066641779668,242.760228735358,188.69090506248278,456.8306122565373,123.58702553800045,158.8976042631434,137.9319481450898,124.69048112316115,204.13928325473285,146.7595928263755,137.9319481450898,176.5528936257149,183.17362713667922,128.00084787864333,151.1734151670184,226.20839495794723,164.414882188947,187.58744947732208,200.8289164992507,172.13907128507205,131.31121463412546,142.34577048573263,142.34577048573263,181.01181812040522
294.0,146.7595928263755,143.44922607089336,103.94551612213965,276.9673518753403,233.93258405407224,151.1734151670184,201.93237208441144,133.5181258044469,269.2431627792152,235.03603963923297,241.6567731501973,131.31121463412546,162.20797101862559,163.3114266037863,158.8976042631434,157.7941486779827,144.5526816560541,111.44901410123254,166.62179335926845,169.32683590803387,246.07059549084013,180.96671596635778,289.1053633121082,121.380114367679,158.8976042631434,131.31121463412546,122.48356995283972,185.38053830700065,140.1388593154112,134.6215813896076,165.51833777410772,179.86326038119705,125.79393670832187,143.44922607089336,306.76065267467965,167.72524894442915,178.75980479603635,193.10472740312568,167.72524894442915,129.10430346380403,141.24231490057193,141.24231490057193,172.36586938969478
295.0,144.5526816560541,136.82849255992906,102.51102386143071,265.9327960237331,249.3809622463223,147.86304841153623,210.76001676569717,129.10430346380403,257.1051513424473,222.89802820246507,233.93258405407224,130.20775904896473,158.8976042631434,161.10451543346485,152.2768707521791,157.7941486779827,143.44922607089336,107.03519176058967,158.8976042631434,162.23949832105873,205.24273883989358,176.5528936257149,250.48441783148303,116.96629202703612,152.2768707521791,122.48356995283972,121.380114367679,187.58744947732208,136.82849255992906,133.5181258044469,162.20797101862559,171.0356156999113,123.58702553800045,154.48378192250055,185.38053830700065,167.72524894442915,168.82870452958988,186.48399389216138,162.20797101862559,128.00084787864333,144.5526816560541,144.5526816560541,164.91022173207045
296.0,144.5526816560541,129.10430346380403,99.64203934001286,261.51897368309017,238.34640639471513,141.24231490057193,196.41509415860784,125.79393670832187,244.96713990567943,228.41530612826864,225.1049393727865,129.10430346380403,150.0699595818577,156.690693092822,148.96650399669696,153.38032633733982,141.24231490057193,111.44901410123254,162.20797101862559,156.42586375238344,192.00127181796495,174.34598245539348,228.41530612826864,115.8628364418754,141.24231490057193,119.17320319735757,119.17320319735757,165.51833777410772,132.4146702192862,132.4146702192862,148.96650399669696,167.72524894442915,122.48356995283972,133.5181258044469,177.65634921087565,162.20797101862559,162.20797101862559,178.75980479603635,160.00105984830415,128.00084787864333,143.44922607089336,143.44922607089336,159.06111132372152
297.0,132.4146702192862,126.8973922934826,96.88340037711106,259.31206251276876,222.89802820246507,142.34577048573263,186.48399389216138,123.58702553800045,237.2429508095544,247.1740510760009,219.5876614469829,125.79393670832187,144.5526816560541,153.38032633733982,141.24231490057193,148.96650399669696,137.9319481450898,103.17309721252714,174.34598245539348,152.80337670281295,185.38053830700065,167.72524894442915,210.76001676569717,111.44901410123254,136.82849255992906,114.75938085671469,115.8628364418754,157.7941486779827,129.10430346380403,126.8973922934826,147.86304841153623,160.00105984830415,121.380114367679,125.79393670832187,164.414882188947,157.7941486779827,157.7941486779827,173.24252687023275,148.96650399669696,123.58702553800045,139.0354037302505,139.0354037302505,154.33690116573692
298.0,123.58702553800045,125.79393670832187,94.23510697272535,259.31206251276876,222.89802820246507,141.24231490057193,174.34598245539348,121.380114367679,228.41530612826864,257.1051513424473,215.17383910634004,122.48356995283972,141.24231490057193,151.1734151670184,141.24231490057193,146.7595928263755,134.6215813896076,118.06974761219685,145.6561372412148,149.99114132577475,183.17362713667922,164.414882188947,204.13928325473285,109.5731396064593,136.82849255992906,109.2421029309111,109.2421029309111,145.6561372412148,125.79393670832187,126.8973922934826,145.6561372412148,154.48378192250055,128.00084787864333,129.10430346380403,152.2768707521791,156.690693092822,156.690693092822,167.72524894442915,145.6561372412148,123.58702553800045,131.31121463412546,131.31121463412546,150.9810220660145
299.0,121.380114367679,120.27665878251827,94.23510697272535,253.7947845869652,211.86347235085788,141.24231490057193,172.13907128507205,119.17320319735757,220.69111703214364,227.31185054310794,212.9669279360186,119.17320319735757,161.10451543346485,145.6561372412148,141.24231490057193,143.44922607089336,134.6215813896076,114.75938085671469,137.9319481450898,145.99663210749299,164.414882188947,160.00105984830415,196.41509415860784,105.93173617542894,134.6215813896076,107.58691955317002,107.58691955317002,143.44922607089336,122.48356995283972,123.58702553800045,140.1388593154112,148.96650399669696,120.27665878251827,133.5181258044469,151.1734151670184,156.690693092822,145.6561372412148,160.00105984830415,171.0356156999113,121.380114367679,124.69048112316115,124.69048112316115,147.4722260764823
300.0,120.27665878251827,120.27665878251827,91.58681356833961,248.2775066611616,203.03582766957214,137.9319481450898,168.82870452958988,115.8628364418754,211.86347235085788,215.17383910634004,209.65656118053644,118.06974761219685,141.24231490057193,139.0354037302505,137.9319481450898,136.82849255992906,131.31121463412546,112.55246968639325,134.6215813896076,141.8350281863154,161.10451543346485,156.690693092822,185.38053830700065,103.7248250051075,129.10430346380403,105.93173617542894,104.27655279768787,135.72503697476833,119.17320319735757,120.27665878251827,137.9319481450898,145.6561372412148,113.65592527155397,126.8973922934826,146.7595928263755,154.48378192250055,140.1388593154112,153.38032633733982,185.38053830700065,120.27665878251827,116.96629202703612,116.96629202703612,143.048391529986
301.0,116.96629202703612,114.75938085671469,90.26266686614673,240.55331756503654,200.8289164992507,136.82849255992906,168.82870452958988,118.06974761219685,207.449650010215,201.93237208441144,194.20818298828638,119.17320319735757,136.82849255992906,134.6215813896076,134.6215813896076,133.5181258044469,125.79393670832187,105.38000838284859,131.31121463412546,138.40485768158723,145.6561372412148,155.58723750766126,178.75980479603635,101.51791383478607,121.380114367679,100.96618604220572,99.31100266446464,128.00084787864333,115.8628364418754,119.17320319735757,134.6215813896076,142.34577048573263,111.44901410123254,129.10430346380403,150.0699595818577,147.86304841153623,135.72503697476833,148.96650399669696,176.5528936257149,134.6215813896076,112.55246968639325,112.55246968639325,139.20885214213757
302.0,114.75938085671469,114.75938085671469,87.61437346176102,240.55331756503654,200.8289164992507,133.5181258044469,164.414882188947,123.58702553800045,204.13928325473285,192.00127181796495,186.48399389216138,118.06974761219685,133.5181258044469,133.5181258044469,133.5181258044469,131.31121463412546,123.58702553800045,100.41445824962535,125.79393670832187,136.32405572099844,147.86304841153623,154.48378192250055,174.34598245539348,100.41445824962535,119.17320319735757,99.31100266446464,97.76616484523962,124.69048112316115,114.75938085671469,118.06974761219685,133.5181258044469,143.44922607089336,110.34555851607182,128.00084787864333,146.7595928263755,140.1388593154112,129.10430346380403,142.34577048573263,186.48399389216138,158.8976042631434,112.55246968639325,112.55246968639325,137.7381590893023
303.0,116.96629202703612,111.44901410123254,87.61437346176102,236.1394952243937,194.20818298828638,132.4146702192862,161.10451543346485,190.89781623280425,190.89781623280425,186.48399389216138,180.96671596635778,115.8628364418754,133.5181258044469,131.31121463412546,130.20775904896473,129.10430346380403,119.17320319735757,97.21443705265926,120.27665878251827,134.4828612589017,132.4146702192862,156.690693092822,169.9321601147506,97.10409149414319,116.96629202703612,99.31100266446464,96.22132702601463,121.380114367679,110.34555851607182,115.8628364418754,132.4146702192862,140.1388593154112,107.47657399465395,133.5181258044469,141.24231490057193,139.0354037302505,129.10430346380403,137.9319481450898,175.44943804055418,164.414882188947,110.34555851607182,110.34555851607182,136.39396902938478
304.0,114.75938085671469,111.44901410123254,84.9660800573753,228.41530612826864,192.00127181796495,128.00084787864333,158.8976042631434,129.10430346380403,180.96671596635778,179.86326038119705,175.44943804055418,113.65592527155397,129.10430346380403,124.69048112316115,123.58702553800045,125.79393670832187,118.06974761219685,95.22821699936998,119.17320319735757,129.78844592660369,126.8973922934826,151.1734151670184,180.96671596635778,97.10409149414319,113.65592527155397,97.76616484523962,91.58681356833961,119.17320319735757,109.13175737239503,113.65592527155397,129.10430346380403,137.9319481450898,107.03519176058967,130.20775904896473,139.0354037302505,135.72503697476833,126.8973922934826,130.20775904896473,173.24252687023275,157.7941486779827,108.13864734575037,108.13864734575037,131.89615530113247
