Area (m²),Elevation (m),Volume (m³)
33275348.19797293,813.5,4156248796.504451
33467401.437310517,814.5,4189794803.8029947
33624613.15977713,815.5,4223505246.0653076
33796271.36484878,816.5,4257391170.601617
33975577.707770154,817.5,4291461500.239414
34165081.5678245,818.5,4325704337.875378
34320593.70410228,819.5,4360115009.647488
34500749.840118065,820.5,4394705412.659066
34680056.18303944,821.5,4429481920.358321
34872959.21547144,822.5,4464435609.917762
35034419.90341012,823.5,4499559258.096086
35212876.45323709,824.5,4534859238.3415
35387084.03759198,825.5,4570329177.205797
35552793.69100273,826.5,4605980546.895752
35749945.6889068,827.5,4641830343.2732525
35949647.06609411,828.5,4677864544.752241
36118755.89188252,829.5,4714069554.643207
36291263.89004858,830.5,4750452596.187452
36474819.19844203,831.5,4787012394.695335
36644777.81732485,832.5,4823737477.960082
36805388.71216911,833.5,4860634644.3264475
36988944.02056256,834.5,4897722589.242509
37186945.81156105,835.5,4935005561.6737385
37378999.050898634,836.5,4972466990.654796
37543858.91121497,837.5,5010109425.564962
37741010.90911904,838.5,5047940939.438637
37922016.83822925,839.5,5085967905.724026
38131915.732549526,840.5,5124194148.490055
38320569.79950946,841.5,5162601822.081742
38494777.38386435,842.5,5201186252.637068
38674083.72678573,843.5,5239942766.294012
38838943.58710206,844.5,5278873062.638763
39021649.10240109,845.5,5317983940.016078
39200105.65222806,846.5,5357275398.425956
39382811.16752709,847.5,5396761034.557907
39588461.0963753,848.5,5436454020.204895
39797510.19760117,849.5,5476339483.987768
39973417.368144885,850.5,5516410202.665223
40168019.98676571,851.5,5556669575.409638
40350725.50206474,852.5,5597120576.496844
40551276.67234647,853.5,5637782751.168012
40773072.66998855,854.5,5678669696.112652
41000817.21929153,855.5,5719775462.779103
41210716.11361181,856.5,5761072432.891798
41383224.11177787,857.5,5802560181.554189
41592273.21300374,858.5,5844248056.4903145
41783476.659246914,859.5,5886128834.458872
41978079.27786774,860.5,5928201665.666767
42167583.137922086,861.5,5970458477.079602
42346039.68774905,862.5,6012905217.24904
42547440.65112519,863.5,6055560581.623156
42763288.097106375,864.5,6098418621.65029
42952791.95716072,865.5,6141473813.675327
43157592.092914514,866.5,6184734230.732666
43363242.02176273,867.5,6228191799.787909
43551896.08872266,868.5,6271860967.32366
43786438.982780956,869.5,6315757454.512168
44006535.39423421,870.5,6359867239.767373
44213035.116176836,871.5,6404173752.123936
44399989.59694794,872.5,6448685064.616252
44622635.387684435,873.5,6493404151.520152
44815538.42011643,874.5,6538324214.490882
45024587.5213423,875.5,6583444828.631893
45216640.760679886,876.5,6628760895.18462
45415492.344772786,877.5,6674292809.183328
45648335.65264225,878.5,6720045244.490036
45856534.96077371,879.5,6765997806.070478
46048588.20011129,880.5,6812146244.959184
46248289.577298604,881.5,6858506707.224945
46472634.95422392,882.5,6905084291.626329
46682533.8485442,883.5,6951880272.852978
46909428.604752764,884.5,6998889127.249777
47108280.188845664,885.5,7046093434.058291
47300333.42818325,886.5,7093506789.968032
47526378.3912974,887.5,7141142366.771961
47744775.216561824,888.5,7189015885.642326
48002262.524169296,889.5,7237134994.716977
48235955.62513317,890.5,7285487796.892592
48469648.72609705,891.5,7334059845.686566
48674448.86185084,892.5,7382837119.512841
48880098.79069906,893.5,7431823442.440342
49092547.064302586,894.5,7481026462.606918
49313493.26885025,895.5,7530444480.426381
49522542.37007612,896.5,7580088543.208959
49765583.19507855,897.5,7629967573.782142
49992477.95128711,898.5,7680069675.042608
50211724.56964595,899.5,7730395696.783453
50440318.91204334,900.5,7780948613.280506
50665514.08206308,901.5,7831726300.051032
50889859.4589884,902.5,7882733430.957049
51124402.35304669,903.5,7933968306.41237
51345348.55759436,904.5,7985434325.589371
51586689.79640796,905.5,8037139136.625902
51822932.27665508,906.5,8089084864.0047
52068522.48094075,907.5,8141265134.277555
52292018.06477166,908.5,8193674848.685904
52527410.751924366,909.5,8246307633.781535
52738159.439339064,910.5,8299163489.56445
52973552.12649177,911.5,8352265785.344746
53231039.43409924,912.5,8405618770.0878935
53474930.052196085,913.5,8459224993.173177
53737516.11837004,914.5,8513075956.669651
53964410.8745786,915.5,8567155939.40507
54195554.59625924,916.5,8621481087.448227
54454741.49005554,917.5,8676052675.488764
54688434.591019414,918.5,8730870703.526682
54947621.48481572,919.5,8785939845.424
55190662.30981815,920.5,8841245229.801563
55420106.44530996,921.5,8896788131.349016
55665696.64959563,922.5,8952577472.893848
55912986.44007014,923.5,9008609430.367136
56150928.506506085,924.5,9064886128.251616
56402467.26245266,925.5,9121418613.857513
56662503.949343376,926.5,9178200513.736622
56901295.808873735,927.5,9235236076.854412
57169830.426708594,928.5,9292538899.900396
57435815.66526021,929.5,9350075416.047344
57637216.62863635,930.5,9407840526.53669
57893004.350054994,931.5,9465863549.23019
58153041.03694571,932.5,9524135136.403807
58390133.310287245,933.5,9582638717.092197
58617028.066495806,934.5,9641380664.743572
58866867.23625355,935.5,9700357155.289005
59086113.85461239,936.5,9759568613.625044
59336802.817464545,937.5,9819022687.889538
59571345.71152284,938.5,9878725326.634148
59833931.777696796,939.5,9938685877.582912
60087170.119832195,940.5,9998889894.253227
60320863.22079607,941.5,10059322930.162485
60545208.59772139,942.5,10119984560.41414
60778051.905590855,943.5,10180879033.973667
61010895.21346032,944.5,10242010174.909986
61251386.65917951,945.5,10303387330.94714
61502925.415126085,946.5,10365016450.636786
61755313.96416707,947.5,10426900508.254757
62012801.271774545,948.5,10489037804.214863
62261790.64843788,949.5,10551425364.241274
62513329.40438446,950.5,10614066587.506367
62769117.1258031,951.5,10676949152.010275
62996011.88201166,952.5,10740075182.235731
63256048.56890237,953.5,10803454450.803324
63502488.566282466,954.5,10867085258.126863
63759126.08079553,955.5,10930975252.344198
64020862.35387507,956.5,10995119759.593311
64268152.144349575,957.5,11059519629.667295
64531588.00361795,958.5,11124174437.669603
64778028.00099804,959.5,11189090132.151897
65053360.96358821,960.5,11254276060.838215
65318496.409045406,961.5,11319725425.3838
65580232.68212495,962.5,11385434401.719728
65837719.98973242,963.5,11451406389.01838
66106254.60756728,964.5,11517644786.452127
66370540.25993007,965.5,11584155117.676088
66650122.187992305,966.5,11650946730.4143
66933103.2884322,967.5,11718012826.322008
67199088.52698381,968.5,11785355529.881948
67486318.59289578,969.5,11852982489.23197
67767600.10714684,970.5,11920886906.027317
68041233.48354818,971.5,11989062406.819782
68309768.10138303,972.5,12057505592.436989
68576603.13302906,973.5,12126213488.603106
68839189.19920301,974.5,12195176747.594093
69087328.78277193,975.5,12264384746.996271
69328670.02158554,976.5,12333849383.912964
69600603.81179805,977.5,12403588928.895699
69878486.15367146,978.5,12473596158.703175
70135973.46127893,979.5,12543865549.680277
70402808.49292496,980.5,12614419196.44746
70704485.04144196,981.5,12685259223.487461
70975569.03856006,982.5,12756368210.041843
71242404.07020609,983.5,12827753379.351912
71527934.54992923,984.5,12899422379.555513
71810065.85727471,985.5,12971376910.238838
72098995.50937551,986.5,13043618246.091528
72383676.19600424,987.5,13116142987.941204
72665807.50334972,988.5,13188952410.47751
72953037.56926169,989.5,13262049063.079727
73240267.63517365,990.5,13335422323.334177
73506252.87372527,991.5,13409062843.516819
73774787.49156012,992.5,13482976572.179316
74052669.83343352,993.5,13557171582.356064
74337350.52006225,994.5,13631652123.012535
74623730.7928798,995.5,13706434765.11407
74941553.41019067,996.5,13781515259.695198
75219435.75206408,997.5,13856888932.893898
75527910.6453364,998.5,13932555359.813623
75804943.1941154,999.5,14008503918.040695
76092173.26002736,1000.5,14084730783.506187
76361557.67095663,1001.5,14161261025.106386
76698925.52943902,1002.5,14238123535.8065
77026095.87078844,1003.5,14315303444.227377
77333720.97096634,1004.5,14392786303.886414
77631998.34710568,1005.5,14470566591.128494
77928576.1370562,1006.5,14548634108.436487
78206458.47892961,1007.5,14626977383.603617
78480091.85533094,1008.5,14705593442.354053
78752025.64554346,1009.5,14784479310.411966
79019710.4702839,1010.5,14863647734.673773
79317138.05332883,1011.5,14943112736.72553
79612866.05018494,1012.5,15022880265.118898
79922190.73655167,1013.5,15102952869.233162
80223017.49197426,1014.5,15183330549.06832
80532342.178341,1015.5,15264009055.6589
80824671.00281945,1016.5,15344971818.03956
81100853.75850403,1017.5,15426237531.65838
81430573.4791367,1018.5,15507812145.06702
81718653.33814308,1019.5,15589682911.369064
82022879.26594333,1020.5,15671863002.357473
82337302.71087655,1021.5,15754334997.273815
82606687.12180582,1022.5,15837105694.462843
82934707.25624967,1023.5,15920202712.200127
83259328.21831585,1024.5,16003621376.623646
83578000.62872115,1025.5,16087348091.04389
83875428.21176608,1026.5,16171384979.943594
84198349.58764344,1027.5,16255743515.529535
84518721.58423756,1028.5,16340425397.387901
84845042.13249257,1029.5,16425433599.794521
85171362.68074758,1030.5,16510754101.163338
85469640.05688693,1031.5,16596378828.459955
85779814.53634807,1032.5,16682317129.408411
86096787.36056453,1033.5,16768561780.767403
86392515.35742064,1034.5,16855111507.84729
86706938.80235386,1035.5,16941987130.578886
87044306.66083625,1036.5,17029177176.755415
87335785.69222029,1037.5,17116665075.411535
87640011.62002054,1038.5,17204463573.443665
87956984.444237,1039.5,17292591791.196426
88299451.06128588,1040.5,17381051428.25601
88619823.05788,1041.5,17469822514.484695
88922349.39949141,1042.5,17558902925.39975
89238472.43061346,1043.5,17648302008.72521
89559694.22030199,1044.5,17738023588.529995
89883465.38927376,1045.5,17828065115.43483
90199588.4203958,1046.5,17918415542.129482
90501264.96891281,1047.5,18009082091.85526
90831834.4826399,1048.5,18100078786.198215
91161554.20327257,1049.5,18191395427.64122
91471728.68273371,1050.5,18283030316.59808
91798049.23098873,1051.5,18375002998.30997
92147314.19279292,1052.5,18467309223.81142
92465136.81010379,1053.5,18559934971.51637
92786358.59979232,1054.5,18652887464.66612
93118627.69970822,1055.5,18746153956.364254
93414355.69656433,1056.5,18839739120.472797
93755972.5205188,1057.5,18933663776.922558
94093340.37900119,1058.5,19027926651.023895
94432407.82367241,1059.5,19122514570.983845
94743432.09622797,1060.5,19217429236.388596
95085898.71327686,1061.5,19312672346.82434
95400322.15821008,1062.5,19408236679.049774
95728342.29265393,1063.5,19504118408.99597
96035117.59973742,1064.5,19600314137.490555
96356339.38942595,1065.5,19696825989.01626
96667363.66198151,1066.5,19793672659.02116
97025976.34782426,1067.5,19890865194.81549
97359095.2408346,1068.5,19988378527.50296
97667570.13410692,1069.5,20086212657.083572
98000689.02711725,1070.5,20184380755.35029
98335507.50631641,1071.5,20282884521.889297
98672025.57170439,1072.5,20381735004.01083
99028938.67135832,1073.5,20480918605.02537
99338263.35772505,1074.5,20580439149.00185
99702824.5952287,1075.5,20680303009.38847
100024896.17801164,1076.5,20780488516.461327
100346117.96770017,1077.5,20881009266.909927
100695382.92950436,1078.5,20981868235.010105
101022553.27085379,1079.5,21083062871.382576
101366719.4740915,1080.5,21184594025.82044
101695589.40162976,1081.5,21286467646.875347
102051652.70818926,1082.5,21388688408.409325
102389870.35976608,1083.5,21491259709.59475
102752732.0110809,1084.5,21594195147.121128
103118143.04167897,1085.5,21697478150.023125
103447862.76231164,1086.5,21801098520.783604
103792878.75864376,1087.5,21905049461.057808
104109001.7897658,1088.5,22009325022.29408
104442120.68277614,1089.5,22113940925.66466
104789686.05839151,1090.5,22218914167.031445
105156796.67517841,1091.5,22324240072.53241
105495014.32675523,1092.5,22429924590.71922
105874022.04686391,1093.5,22535987691.72959
106252179.97387819,1094.5,22642420877.63258
106614191.8320986,1095.5,22749214375.8076
106972804.51794136,1096.5,22856366911.565006
107332266.99687852,1097.5,22963872111.456596
107678132.78630506,1098.5,23071723177.137615
108023998.57573159,1099.5,23179931580.814835
108392808.77870731,1100.5,23288507520.005386
108759069.60239978,1101.5,23397445471.05416
109116832.49514812,1102.5,23506730562.582005
109453350.5605361,1103.5,23616367043.554386
109819611.38422857,1104.5,23726379982.867596
110206267.242187,1105.5,23836771505.004364
110576777.03135154,1106.5,23947547983.412903
110976179.78572616,1107.5,24058706443.81738
111340741.02322981,1108.5,24170230740.149002
111707851.6400167,1109.5,24282123846.6836
112078361.42918125,1110.5,24394385763.421177
112445472.04596815,1111.5,24507013091.18935
112809183.49037738,1112.5,24619995632.47099
113155899.07289833,1113.5,24733310867.749092
113474571.48330362,1114.5,24846960071.7133
113823836.44510782,1115.5,24960947068.432533
114150156.99336283,1116.5,25075301600.665104
114558907.47177601,1117.5,25190041089.16944
114920069.536902,1118.5,25305131117.325226
115259986.77466764,1119.5,25420568285.96008
115614350.49503832,1120.5,25536355994.24638
115961066.07755926,1121.5,25652491267.908295
116309481.24626905,1122.5,25769002575.01449
116713132.96611574,1123.5,25885916684.047432
117115085.09977362,1124.5,26003225097.076183
117501740.95773204,1125.5,26120905294.583744
117858654.05738597,1126.5,26238939430.915127
118209618.60537899,1127.5,26357329205.65652
118569930.87741056,1128.5,26476087790.60089
118947239.01133043,1129.5,26595209662.093124
119296503.97313462,1130.5,26714706292.339993
119696756.52060366,1131.5,26834571307.89329
120033274.58599164,1132.5,26954789837.373867
120403784.37515618,1133.5,27075378451.74706
120773444.37122631,1134.5,27196338000.80596
121145653.74657969,1135.5,27317666784.964386
121511914.57027216,1136.5,27439362679.739597
121879874.98015347,1137.5,27561424835.3385
122244436.21765712,1138.5,27683846028.519794
122597950.14493339,1139.5,27806636881.69716
122983756.20979738,1140.5,27929793570.80167
123329621.99922392,1141.5,28053327143.143555
123737522.68454269,1142.5,28177244821.96411
124097834.95657426,1143.5,28301532160.78074
124476842.67668295,1144.5,28426192133.869267
124843103.50037542,1145.5,28551223466.540054
125219561.84120087,1146.5,28676636781.206783
125607067.4922537,1147.5,28802412957.524826
125945285.14383052,1148.5,28928542647.770145
126314095.34680624,1149.5,29055041998.011536
